25-07-2021,10:12:10
25-07-2021,10:12:39
25-07-2021,10:38:45,10.15,15.41,5.43,https://www.speedtest.net/result/c/cbc1e942-2c24-4e62-9163-c219590ebfce
25-07-2021,10:40:03,9.76,15.39,5.43,https://www.speedtest.net/result/c/d311469f-1f76-409f-bf1e-b3da1cc605dc
25-07-2021,10:41:18,9.79,14.70,5.38,https://www.speedtest.net/result/c/e4e1e694-ff4f-4a92-901a-1f2f10a0b034
25-07-2021,10:42:54
25-07-2021,10:43:42
25-07-2021,10:44:52
25-07-2021,10:46:03
25-07-2021,10:46:18
25-07-2021,10:47:04,Error Fatal
25-07-2021,10:48:15,Error Fatal
25-07-2021,10:49:25,Error Fatal
